Total_Pemasukan_Belum,Total_Pengeluaran_Belum,Total_Anggaran_Belum,Total_Tabungan_Belum,Status_Kesehatan_Finansial,Total_Pemasukan,Total_Pengeluaran,Total_Anggaran,Total_Tabungan
14932329,9344656,7457492,1893041,Perlu Perhatian,14900000,9300000,7500000,1900000
10861483,4330921,4347463,3656778,Sehat,10900000,4300000,4300000,3700000
7785572,6189858,5020928,477574,Perlu Perhatian,7800000,6200000,5000000,500000
9553557,9504346,10177053,1653943,Berisiko,9600000,9500000,10200000,1700000
19876582,11126834,8788244,1235483,Perlu Perhatian,19900000,11100000,8800000,1200000
4906694,5143032,3917718,62847,Berisiko,4900000,5100000,3900000,100000
4415577,1559338,1400453,1738994,Sehat,4400000,1600000,1400000,1700000
11516112,13294182,11065330,459619,Berisiko,11500000,13300000,11100000,500000
6658710,2757814,2834134,1483713,Sehat,6700000,2800000,2800000,1500000
18579244,19071311,14241153,2626491,Berisiko,18600000,19100000,14200000,2600000
19080172,17359460,15785803,2525871,Berisiko,19100000,17400000,15800000,2500000
17129457,4132224,4213591,3428974,Sehat,17100000,4100000,4200000,3400000
9371691,5373474,4912757,1889174,Perlu Perhatian,9400000,5400000,4900000,1900000
18566142,17121132,16038681,1826416,Berisiko,18600000,17100000,16000000,1800000
16341210,19466107,14684721,244700,Berisiko,16300000,19500000,14700000,200000
3172168,2039742,2005097,819049,Perlu Perhatian,3200000,2000000,2000000,800000
11185238,13073766,12801007,1750139,Berisiko,11200000,13100000,12800000,1800000
16047201,5791508,5122808,3195294,Sehat,16000000,5800000,5100000,3200000
11740396,8566970,8053004,3318106,Perlu Perhatian,11700000,8600000,8100000,3300000
17794690,16000218,13298817,2335232,Berisiko,17800000,16000000,13300000,2300000
15772864,3712004,3717811,3321539,Sehat,15800000,3700000,3700000,3300000
6285717,4114018,3648361,1587539,Perlu Perhatian,6300000,4100000,3600000,1600000
16002177,15921567,13773539,1920279,Berisiko,16000000,15900000,13800000,1900000
13546939,4258081,4588786,4039911,Sehat,13500000,4300000,4600000,4000000
5275014,2109684,2142395,1172005,Sehat,5300000,2100000,2100000,1200000
13523469,7511464,8120904,2219153,Perlu Perhatian,13500000,7500000,8100000,2200000
11457972,6164383,6017957,1530106,Perlu Perhatian,11500000,6200000,6000000,1500000
9211893,7476669,6420178,905353,Berisiko,9200000,7500000,6400000,900000
16699598,7693414,7078231,5411956,Sehat,16700000,7700000,7100000,5400000
13136741,13575353,12953477,2380917,Berisiko,13100000,13600000,13000000,2400000
8312441,1976176,1834462,1000108,Sehat,8300000,2000000,1800000,1000000
17997561,6126835,4823919,7124883,Sehat,18000000,6100000,4800000,7100000
7304002,8578454,7154244,1381883,Berisiko,7300000,8600000,7200000,1400000
11222035,7343191,6664163,2185078,Perlu Perhatian,11200000,7300000,6700000,2200000
4831116,2138588,1859577,1296571,Sehat,4800000,2100000,1900000,1300000
7007147,1899145,1781476,1234664,Sehat,7000000,1900000,1800000,1200000
13840680,9457278,7381782,698211,Perlu Perhatian,13800000,9500000,7400000,700000
7921028,5626632,4199716,1434011,Perlu Perhatian,7900000,5600000,4200000,1400000
3744408,1504910,1426412,1140480,Sehat,3700000,1500000,1400000,1100000
17453882,4673289,4710189,6971766,Sehat,17500000,4700000,4700000,7000000
13431244,10217001,7489658,3643328,Perlu Perhatian,13400000,10200000,7500000,3600000
17081848,17440232,15678183,2998569,Berisiko,17100000,17400000,15700000,3000000
12031655,11125526,9324476,187923,Berisiko,12000000,11100000,9300000,200000
8779169,5125079,4078739,675628,Perlu Perhatian,8800000,5100000,4100000,700000
8647367,5153499,4392616,1762664,Perlu Perhatian,8600000,5200000,4400000,1800000
6436976,6051900,5603616,580825,Berisiko,6400000,6100000,5600000,600000
14186857,3680790,3662807,4358519,Sehat,14200000,3700000,3700000,4400000
15147029,17903877,15344708,644426,Berisiko,15100000,17900000,15300000,600000
8560852,2626459,2353319,1381817,Sehat,8600000,2600000,2400000,1400000
16128483,13765462,13066992,2528901,Berisiko,16100000,13800000,13100000,2500000
8453665,7940883,7877947,41889,Berisiko,8500000,7900000,7900000,0
10040830,6805627,5733321,2097648,Perlu Perhatian,10000000,6800000,5700000,2100000
15288039,4106865,4121956,2526786,Sehat,15300000,4100000,4100000,2500000
10440591,5345351,5132656,842420,Perlu Perhatian,10400000,5300000,5100000,800000
9036916,3638542,3629206,1047708,Sehat,9000000,3600000,3600000,1000000
17056739,10828945,8998086,4907467,Perlu Perhatian,17100000,10800000,9000000,4900000
6292627,3845446,2874088,363875,Perlu Perhatian,6300000,3800000,2900000,400000
15797497,3767439,3706862,1996121,Sehat,15800000,3800000,3700000,2000000
16278524,6587554,6138821,5018437,Sehat,16300000,6600000,6100000,5000000
15028104,16256592,13954956,1736134,Berisiko,15000000,16300000,14000000,1700000
9645245,2257673,2416967,1501055,Sehat,9600000,2300000,2400000,1500000
7831174,4861371,5176377,898009,Perlu Perhatian,7800000,4900000,5200000,900000
19032419,16373570,15799105,553601,Berisiko,19000000,16400000,15800000,600000
9547011,7579396,6094361,2223203,Perlu Perhatian,9500000,7600000,6100000,2200000
11387511,4328279,3062076,2095422,Sehat,11400000,4300000,3100000,2100000
10446973,3944371,3669412,3899955,Sehat,10400000,3900000,3700000,3900000
13253602,13111629,9649423,383919,Berisiko,13300000,13100000,9600000,400000
3537458,2514211,1993092,524303,Perlu Perhatian,3500000,2500000,2000000,500000
5569675,3115865,2719468,1602518,Perlu Perhatian,5600000,3100000,2700000,1600000
12352163,7573412,5947838,797392,Perlu Perhatian,12400000,7600000,5900000,800000
10575051,2518859,2617080,3220180,Sehat,10600000,2500000,2600000,3200000
11897410,9372353,6964004,1776172,Perlu Perhatian,11900000,9400000,7000000,1800000
4320466,1095940,1020121,1607382,Sehat,4300000,1100000,1000000,1600000
18054271,4631848,3879711,5035536,Sehat,18100000,4600000,3900000,5000000
10626363,6996604,6457959,883703,Perlu Perhatian,10600000,7000000,6500000,900000
13763911,11208284,8928087,569374,Berisiko,13800000,11200000,8900000,600000
10024442,8934830,9094355,822168,Berisiko,10000000,8900000,9100000,800000
18888963,4572095,4472976,7220650,Sehat,18900000,4600000,4500000,7200000
13488475,8690254,7352159,2056337,Perlu Perhatian,13500000,8700000,7400000,2100000
10037314,7605097,7242674,1845330,Perlu Perhatian,10000000,7600000,7200000,1800000
9309745,5166222,5528649,546731,Perlu Perhatian,9300000,5200000,5500000,500000
17196279,13634307,12405838,4164781,Perlu Perhatian,17200000,13600000,12400000,4200000
8621120,9957414,8716346,1556763,Berisiko,8600000,10000000,8700000,1600000
7034414,1667723,1583491,1681883,Sehat,7000000,1700000,1600000,1700000
5938410,1525326,1218096,2286935,Sehat,5900000,1500000,1200000,2300000
18746776,12166874,9786168,1820453,Perlu Perhatian,18700000,12200000,9800000,1800000
15267083,7129870,5033585,4209643,Sehat,15300000,7100000,5000000,4200000
17383242,6412179,6463880,2726038,Sehat,17400000,6400000,6500000,2700000
12938280,6593719,5158065,1289260,Perlu Perhatian,12900000,6600000,5200000,1300000
10703227,10758708,11094157,1736385,Berisiko,10700000,10800000,11100000,1700000
13743536,6130468,5105974,2508142,Sehat,13700000,6100000,5100000,2500000
16702100,17445542,13317557,590842,Berisiko,16700000,17400000,13300000,600000
14732420,12750997,12033443,841362,Berisiko,14700000,12800000,12000000,800000
8904062,4225026,3024488,3210786,Sehat,8900000,4200000,3000000,3200000
7236665,5751479,5563926,544428,Perlu Perhatian,7200000,5800000,5600000,500000
19813831,8752907,9298136,6129370,Sehat,19800000,8800000,9300000,6100000
11551363,3254707,3568712,2838485,Sehat,11600000,3300000,3600000,2800000
6660922,5592503,4043369,50729,Berisiko,6700000,5600000,4000000,100000
18846611,9006530,8784987,5398373,Sehat,18800000,9000000,8800000,5400000
3741935,817423,830535,1239324,Sehat,3700000,800000,800000,1200000
6411197,2302300,2109348,1342261,Sehat,6400000,2300000,2100000,1300000
6857382,3481555,2489961,394017,Perlu Perhatian,6900000,3500000,2500000,400000
17228481,19407810,15853556,3128696,Berisiko,17200000,19400000,15900000,3100000
9905584,5570714,5690234,2502072,Perlu Perhatian,9900000,5600000,5700000,2500000
5781244,3636210,3143297,1370219,Perlu Perhatian,5800000,3600000,3100000,1400000
9616219,2635305,2031702,3049549,Sehat,9600000,2600000,2000000,3000000
18042866,10286397,9557777,4043899,Perlu Perhatian,18000000,10300000,9600000,4000000
9794486,2062198,1673404,3749017,Sehat,9800000,2100000,1700000,3700000
13217698,8618957,8279461,1790802,Perlu Perhatian,13200000,8600000,8300000,1800000
11565399,7592416,8315627,1932549,Perlu Perhatian,11600000,7600000,8300000,1900000
5070732,4297281,4272433,882450,Berisiko,5100000,4300000,4300000,900000
17559823,5697230,6041343,4770168,Sehat,17600000,5700000,6000000,4800000
6015879,4127078,4061623,1762563,Perlu Perhatian,6000000,4100000,4100000,1800000
13817524,2851322,2876433,2918635,Sehat,13800000,2900000,2900000,2900000
10314691,2453540,2560370,3487117,Sehat,10300000,2500000,2600000,3500000
19862220,16520935,12482627,3755758,Berisiko,19900000,16500000,12500000,3800000
13130774,5862248,5830045,3143138,Sehat,13100000,5900000,5800000,3100000
11329213,13183352,11949194,795640,Berisiko,11300000,13200000,11900000,800000
10690592,4888870,4574691,1082486,Sehat,10700000,4900000,4600000,1100000
19973135,14793738,14180632,3112997,Perlu Perhatian,20000000,14800000,14200000,3100000
8335608,7874567,8308433,1156164,Berisiko,8300000,7900000,8300000,1200000
5056013,2036771,2167267,921006,Sehat,5100000,2000000,2200000,900000
15960869,16321087,14522610,2489235,Berisiko,16000000,16300000,14500000,2500000
6060683,3751907,3462991,1091808,Perlu Perhatian,6100000,3800000,3500000,1100000
11866717,5793717,5035814,3497827,Sehat,11900000,5800000,5000000,3500000
16263259,13786447,12646864,1459791,Berisiko,16300000,13800000,12600000,1500000
19014570,15085520,15867441,4168099,Perlu Perhatian,19000000,15100000,15900000,4200000
15278445,4754769,3615329,2742867,Sehat,15300000,4800000,3600000,2700000
10481407,11967909,10395887,125640,Berisiko,10500000,12000000,10400000,100000
4004817,4687314,4730285,1209,Berisiko,4000000,4700000,4700000,0
9172989,10091489,8085179,631790,Berisiko,9200000,10100000,8100000,600000
17985825,21570854,19132602,1515160,Berisiko,18000000,21600000,19100000,1500000
8218278,9851261,7933487,1556462,Berisiko,8200000,9900000,7900000,1600000
8760354,8106069,8873642,1133366,Berisiko,8800000,8100000,8900000,1100000
19801171,18227771,17628774,1296146,Berisiko,19800000,18200000,17600000,1300000
18336235,18840622,16619947,1157949,Berisiko,18300000,18800000,16600000,1200000
7554567,3048365,2585906,2643258,Sehat,7600000,3000000,2600000,2600000
16833368,7190150,6094973,5555871,Sehat,16800000,7200000,6100000,5600000
13603658,10291683,8524633,3357994,Perlu Perhatian,13600000,10300000,8500000,3400000
13602479,11175490,8279063,1320579,Berisiko,13600000,11200000,8300000,1300000
16276682,3269777,2996767,2142819,Sehat,16300000,3300000,3000000,2100000
7765227,4061236,2975157,1590087,Perlu Perhatian,7800000,4100000,3000000,1600000
15327539,13230092,13352634,1636764,Berisiko,15300000,13200000,13400000,1600000
4815721,4538452,4491755,353287,Berisiko,4800000,4500000,4500000,400000
3112445,2914402,3049891,62183,Berisiko,3100000,2900000,3000000,100000
17757025,8657999,9015148,1930979,Sehat,17800000,8700000,9000000,1900000
17306682,11505108,9129143,2904602,Perlu Perhatian,17300000,11500000,9100000,2900000
13635386,7889273,6137573,3851539,Perlu Perhatian,13600000,7900000,6100000,3900000
7699890,2378263,1907752,2195196,Sehat,7700000,2400000,1900000,2200000
18758787,4553383,4869713,6703584,Sehat,18800000,4600000,4900000,6700000
12733235,9349875,7924487,1691724,Perlu Perhatian,12700000,9300000,7900000,1700000
6386031,5019552,3734326,1186107,Perlu Perhatian,6400000,5000000,3700000,1200000
9074724,3071666,3305360,1198016,Sehat,9100000,3100000,3300000,1200000
3757868,2738045,2318451,703798,Perlu Perhatian,3800000,2700000,2300000,700000
12803236,4492758,3784574,2563461,Sehat,12800000,4500000,3800000,2600000
15264558,10481723,8250433,1771090,Perlu Perhatian,15300000,10500000,8300000,1800000
11075065,8071335,7147184,2894974,Perlu Perhatian,11100000,8100000,7100000,2900000
12862800,4399532,3773925,2635585,Sehat,12900000,4400000,3800000,2600000
16145934,15356908,11663985,1215885,Berisiko,16100000,15400000,11700000,1200000
17352131,5769115,6240664,3780649,Sehat,17400000,5800000,6200000,3800000
18116260,10651062,8251725,4985132,Perlu Perhatian,18100000,10700000,8300000,5000000
8525767,6730723,6924685,1937298,Perlu Perhatian,8500000,6700000,6900000,1900000
4352368,1400127,1354920,1472223,Sehat,4400000,1400000,1400000,1500000
5344489,5637711,5553109,64893,Berisiko,5300000,5600000,5600000,100000
6713855,2692509,2361601,1423582,Sehat,6700000,2700000,2400000,1400000
12111222,10878759,9025611,1679337,Berisiko,12100000,10900000,9000000,1700000
6435735,3735699,3480892,671368,Perlu Perhatian,6400000,3700000,3500000,700000
7273381,2738949,2722140,2275982,Sehat,7300000,2700000,2700000,2300000
13632622,10353510,10127320,776840,Perlu Perhatian,13600000,10400000,10100000,800000
16263587,17806378,17281093,2864554,Berisiko,16300000,17800000,17300000,2900000
19382681,12638846,12903164,5114319,Perlu Perhatian,19400000,12600000,12900000,5100000
10361664,10656287,10597856,495026,Berisiko,10400000,10700000,10600000,500000
7354909,7392546,5236257,40424,Berisiko,7400000,7400000,5200000,0
16423743,5073263,4996663,5317486,Sehat,16400000,5100000,5000000,5300000
4736579,4957314,3850308,564391,Berisiko,4700000,5000000,3900000,600000
14652307,11319075,9669577,4353877,Perlu Perhatian,14700000,11300000,9700000,4400000
8366090,3988814,3527950,2279401,Sehat,8400000,4000000,3500000,2300000
8165801,6515976,5561653,892152,Perlu Perhatian,8200000,6500000,5600000,900000
9672948,3742737,3919830,3110713,Sehat,9700000,3700000,3900000,3100000
7565921,3845189,2729453,2138442,Perlu Perhatian,7600000,3800000,2700000,2100000
7197697,2698535,2697863,829908,Sehat,7200000,2700000,2700000,800000
17155979,12071995,11283562,4599407,Perlu Perhatian,17200000,12100000,11300000,4600000
11782277,11583818,10676998,1016402,Berisiko,11800000,11600000,10700000,1000000
11861474,7382059,5242407,1767685,Perlu Perhatian,11900000,7400000,5200000,1800000
13204891,10057260,10330140,2473489,Perlu Perhatian,13200000,10100000,10300000,2500000
7322752,6993035,6410887,295096,Berisiko,7300000,7000000,6400000,300000
8761204,9986491,9386173,1496649,Berisiko,8800000,10000000,9400000,1500000
13578203,4374849,3566750,4731801,Sehat,13600000,4400000,3600000,4700000
4411164,4762857,4760961,722805,Berisiko,4400000,4800000,4800000,700000
15025776,9245117,9830319,1415512,Perlu Perhatian,15000000,9200000,9800000,1400000
12508302,13004533,12442582,11110,Berisiko,12500000,13000000,12400000,0
11603606,4322113,3068083,3105400,Sehat,11600000,4300000,3100000,3100000
13803606,8885120,9441069,2434262,Perlu Perhatian,13800000,8900000,9400000,2400000
4875286,3994852,3433430,461090,Berisiko,4900000,4000000,3400000,500000
8761702,2136676,1777203,3433295,Sehat,8800000,2100000,1800000,3400000
6890687,1563745,1263136,1747268,Sehat,6900000,1600000,1300000,1700000
12057519,8749392,9611787,2673057,Perlu Perhatian,12100000,8700000,9600000,2700000
18950973,12669898,12783000,1559690,Perlu Perhatian,19000000,12700000,12800000,1600000
16648968,13657372,9636211,571387,Berisiko,16600000,13700000,9600000,600000
14480876,10362844,7706161,3134549,Perlu Perhatian,14500000,10400000,7700000,3100000
4915392,2952367,2304478,1061859,Perlu Perhatian,4900000,3000000,2300000,1100000
11452633,12111247,12838129,1545877,Berisiko,11500000,12100000,12800000,1500000
8175127,6351712,4677504,708396,Perlu Perhatian,8200000,6400000,4700000,700000
9864705,4186724,3560192,1881905,Sehat,9900000,4200000,3600000,1900000
14946213,11485612,8364434,3522895,Perlu Perhatian,14900000,11500000,8400000,3500000
19867024,22642271,21552763,1813815,Berisiko,19900000,22600000,21600000,1800000
17449487,15351039,16281115,2903795,Berisiko,17400000,15400000,16300000,2900000
4038729,2941030,2168939,502180,Perlu Perhatian,4000000,2900000,2200000,500000
9600570,3609199,2548391,2653572,Sehat,9600000,3600000,2500000,2700000
17026147,6998145,5470994,2477611,Sehat,17000000,7000000,5500000,2500000
4211408,4834672,4508472,253065,Berisiko,4200000,4800000,4500000,300000
13711461,9661685,8688042,2918971,Perlu Perhatian,13700000,9700000,8700000,2900000
11043837,7353999,5846569,1148152,Perlu Perhatian,11000000,7400000,5800000,1100000
17095516,8690959,7490913,3332260,Perlu Perhatian,17100000,8700000,7500000,3300000
10425292,2169673,2077618,3523184,Sehat,10400000,2200000,2100000,3500000
8150272,7837849,7472828,152474,Berisiko,8200000,7800000,7500000,200000
13829908,7018933,5126474,1522600,Perlu Perhatian,13800000,7000000,5100000,1500000
6489246,3501993,3774348,1901537,Perlu Perhatian,6500000,3500000,3800000,1900000
10336815,5965388,5572138,1518398,Perlu Perhatian,10300000,6000000,5600000,1500000
14587941,12951038,11894413,814875,Berisiko,14600000,13000000,11900000,800000
15005605,8003305,7925942,3157246,Perlu Perhatian,15000000,8000000,7900000,3200000
5470203,5678284,4508213,923652,Berisiko,5500000,5700000,4500000,900000
18261524,12325709,8846225,5277557,Perlu Perhatian,18300000,12300000,8800000,5300000
10278649,7360685,5941703,1847598,Perlu Perhatian,10300000,7400000,5900000,1800000
